p_val	avg_log2FC	pct.1	pct.2	p_val_adj	cluster	gene
1.91400779730105e-26	0.431491527519267	0.764	0.579	1.97697865383225e-22	1	Mad
2.0426050577284e-26	-0.391657364736366	0.865	0.916	2.10980676412766e-22	1	ND-19
2.05993029840908e-26	0.426434500514614	0.958	0.862	2.12770200522674e-22	1	Arl6IP1
2.34342345614554e-26	0.525673849630299	0.703	0.491	2.42052208785272e-22	1	aru
3.12409505680234e-26	-0.438163625069399	0.397	0.648	3.22687778417114e-22	1	CG12173
3.31193783303434e-26	0.424139706386096	0.825	0.687	3.42090058774117e-22	1	AdipoR
3.4133356444686e-26	-0.665979511276722	0.245	0.503	3.52563438717162e-22	1	mnd
3.69193526438086e-26	0.446341778126427	0.886	0.749	3.81339993457899e-22	1	mtd
3.8055115455688e-26	0.529975966413739	0.614	0.417	3.93071287541801e-22	1	Pcyt1
4.25898521155496e-26	-0.340497962818548	0.992	0.998	4.39910582501512e-22	1	Prosalpha3
4.3362563968863e-26	0.364507091897011	0.956	0.881	4.47891923234386e-22	1	MED19
4.56171706217574e-26	0.364148043709789	0.287	0.105	4.71179755352133e-22	1	orb2
5.55280879224159e-26	0.471065041122466	0.515	0.295	5.73549620150634e-22	1	Asator
5.88901245858874e-26	0.528880539068271	0.827	0.744	6.08276096847631e-22	1	ghi
7.78371003858732e-26	-0.612907280369223	0.044	0.269	8.03979409885684e-22	1	CG33939
8.01986206916221e-26	-1.9079858446875	0.414	0.182	8.28371553123765e-22	1	pros
1.00591296275597e-25	-0.44532969325394	0.559	0.771	1.03900749923064e-21	1	pch2
1.06956839451877e-25	0.273410797206596	1	0.996	1.10475719469844e-21	1	lolal
1.0701762690349e-25	-0.72747964053697	0.753	0.866	1.10538506828615e-21	1	ps
1.07355539470491e-25	-0.370837591522196	0.989	0.99	1.1088753671907e-21	1	UQCR-Q
1.12936681750114e-25	0.414124428116229	0.591	0.364	1.16652298579692e-21	1	Pp2C1
1.26062324476606e-25	0.438649333174361	0.572	0.352	1.30209774951886e-21	1	ago
1.39008727606679e-25	0.403787633379553	0.88	0.742	1.43582114744939e-21	1	CycT
1.39204840780833e-25	0.714170844597907	0.882	0.742	1.43784680042522e-21	1	Sema2b
1.48844702463659e-25	0.395890229581923	0.475	0.251	1.53741693174713e-21	1	wnd
1.62164984808634e-25	-0.357393493949447	0.983	0.995	1.67500212808838e-21	1	eIF2beta
1.87132913543756e-25	-0.49739707746026	0.707	0.83	1.93289586399345e-21	1	CG7970
1.87474918348248e-25	0.295891563857501	0.405	0.184	1.93642843161905e-21	1	CG4115
2.38208048950469e-25	0.362662195409636	0.443	0.218	2.46045093760939e-21	1	CG31125
2.51552320320851e-25	-0.275708098515565	1	1	2.59828391659407e-21	1	ATPsynbeta
2.64387118710409e-25	0.421290218908525	0.475	0.258	2.73085454915981e-21	1	EndoB
2.71343868115669e-25	0.448670712555447	0.542	0.319	2.80271081376674e-21	1	btsz
2.95419807230622e-25	0.457212592857113	0.724	0.555	3.05139118888509e-21	1	Pkc98E
3.04673151263975e-25	0.468635256126768	0.483	0.273	3.1469689794056e-21	1	EndoA
3.12446255190392e-25	-0.421356096575363	0.34	0.612	3.22725736986156e-21	1	CG17266
3.39088969450819e-25	0.434030896243734	0.774	0.621	3.50244996545751e-21	1	Pitslre
3.44727975373543e-25	0.38875659269037	0.911	0.766	3.56069525763332e-21	1	sima
4.19496374907147e-25	0.427978851508979	0.504	0.279	4.33297805641592e-21	1	PheRS-m
4.2419025156857e-25	0.440349933567355	0.521	0.309	4.38146110845176e-21	1	CalpA
4.28331224564828e-25	0.309820682191529	0.321	0.13	4.42423321853011e-21	1	CG7156
4.28539227642189e-25	0.36062445959215	0.283	0.102	4.42638168231617e-21	1	CG32354
4.82765921221539e-25	0.501262141286585	0.905	0.856	4.98648920029728e-21	1	drk
4.84457195992762e-25	-1.00693600298452	0.135	0.37	5.00395837740924e-21	1	twz
5.04041968041908e-25	-0.421517603852523	0.428	0.683	5.20624948790487e-21	1	CG11334
5.10105497193649e-25	0.402888060234614	0.926	0.797	5.2688796805132e-21	1	CG8929
5.27379092532452e-25	-0.850774911024951	0.462	0.666	5.44729864676769e-21	1	PCNA
5.27442302338307e-25	-0.31744005495712	1	0.999	5.44795154085237e-21	1	Sod1
5.28831507758939e-25	-0.414847485000352	0.888	0.963	5.46230064364208e-21	1	CG9705
5.61907422998985e-25	0.459288028493955	0.597	0.386	5.80394177215652e-21	1	PPP1R15
6.25598385614516e-25	0.416966970504	0.937	0.831	6.46180572501233e-21	1	Cirl
7.26369294769777e-25	-0.459329409780997	0.409	0.67	7.50266844567702e-21	1	CG33170
8.26468138129698e-25	-0.577509088125809	0.143	0.384	8.53658939874165e-21	1	CG9752
9.34896002553743e-25	-1.2788347275905	0.481	0.198	9.65654081037761e-21	1	SPARC
1.1231923385214e-24	-0.307607785341986	0.994	0.997	1.16014536645875e-20	1	Dad1
1.18096431433979e-24	0.369772792053108	0.92	0.788	1.21981804028157e-20	1	CG8300
1.23458304758844e-24	0.423611343428025	0.544	0.332	1.2752008298541e-20	1	Rim2
1.36750003622545e-24	0.297981132230452	1	1	1.41249078741727e-20	1	CG2852
1.40663129946192e-24	-0.291465287087189	1	0.999	1.45290946921422e-20	1	Roc1a
1.62443419232107e-24	0.413834697994358	0.797	0.659	1.67787807724843e-20	1	ttv
1.66347550868702e-24	0.481182216714782	0.561	0.343	1.71820385292282e-20	1	ASPP
1.69524394083947e-24	-0.921805269619802	0.116	0.345	1.75101746649309e-20	1	CG31869
1.76324374758865e-24	0.267128988889146	0.314	0.119	1.82125446688432e-20	1	CG34355
1.76410182883622e-24	-0.492516155683388	0.804	0.931	1.82214077900493e-20	1	Pen
1.80139915566419e-24	0.424908119208997	0.745	0.555	1.86066518788554e-20	1	Hnf4
1.80263505303083e-24	-1.30413001641442	0.47	0.624	1.86194174627555e-20	1	ImpE1
1.87231370419797e-24	0.371568618540859	0.873	0.73	1.93391282506608e-20	1	Saf-B
1.87630872378288e-24	0.344080608090886	0.262	0.09	1.93803928079533e-20	1	CG2781
1.89493938628061e-24	-0.417775958942564	0.688	0.823	1.95728289208924e-20	1	tko
1.93414968300666e-24	-0.458993062558267	0.253	0.509	1.99778320757758e-20	1	ade3
2.1177758347819e-24	0.296183331619501	0.27	0.086	2.18745065974623e-20	1	Rim
2.19766352768265e-24	-0.460678900550258	0.397	0.624	2.26996665774341e-20	1	Non3
2.66206568150896e-24	-0.361006008900836	0.905	0.96	2.7496476424306e-20	1	NP15.6
3.37069882895735e-24	-0.450797742987132	0.133	0.376	3.48159482043005e-20	1	dsx
3.40065314649553e-24	-1.04802640870575	0.203	0.432	3.51253463501524e-20	1	CG17549
3.85230172170656e-24	-0.38435195952282	0.966	0.974	3.9790424483507e-20	1	SmD3
4.05153164369573e-24	0.394520195381485	0.814	0.672	4.18482703477332e-20	1	Taf13
4.09164025732359e-24	0.409001109548175	0.665	0.45	4.22625522178954e-20	1	CG3164
4.3966932776256e-24	0.313004036151389	0.998	0.981	4.54134448645948e-20	1	Pabp2
4.51692066104802e-24	0.406532225702686	0.772	0.61	4.6655273507965e-20	1	CG14442
4.55110033913892e-24	-0.404268399968953	0.814	0.89	4.70083154029659e-20	1	Art1
4.63129902704249e-24	0.370910567867672	0.506	0.256	4.78366876503219e-20	1	CG5758
4.66343148375655e-24	0.45377919682597	0.367	0.167	4.81685837957214e-20	1	CG34347
4.79307161144836e-24	0.330009713158215	0.962	0.857	4.95076366746501e-20	1	CG15715
5.18118388791803e-24	-0.486006536403543	0.097	0.331	5.35164483783053e-20	1	MFS14
5.94501393048688e-24	0.395444686536054	0.992	0.962	6.1406048887999e-20	1	tna
6.58402053783778e-24	0.39188435167633	0.941	0.872	6.80063481353264e-20	1	par-1
6.66727324708067e-24	0.366056821408792	0.954	0.889	6.88662653690962e-20	1	Top1
6.73817949333632e-24	0.416745993645153	0.631	0.422	6.95986559866708e-20	1	UbcE2H
7.22460700889954e-24	0.597226937937692	0.62	0.413	7.46229657949234e-20	1	CG32850
7.96720518652428e-24	0.404289433944242	0.745	0.552	8.22932623716093e-20	1	Zyx
8.07054226449119e-24	0.328625745064547	0.979	0.926	8.33606310499295e-20	1	sina
1.15380650714303e-23	0.418982614063984	0.684	0.482	1.19176674122804e-19	1	CG5694
1.31682690699452e-23	-0.60633929815191	0.044	0.255	1.36015051223464e-19	1	CG14984
1.37869291495503e-23	0.425605487605291	0.766	0.619	1.42405191185705e-19	1	flfl
1.45934630017604e-23	-0.423683705485115	0.947	0.963	1.50735879345183e-19	1	SmD1
1.46283288295411e-23	-0.400892815198648	0.81	0.888	1.5109600848033e-19	1	CG3566
1.50585904724594e-23	0.384696665855686	0.553	0.325	1.55540180990033e-19	1	CG13001
1.52994240451653e-23	-0.471397178449226	0.209	0.46	1.58027750962513e-19	1	CG3603
1.57133399195581e-23	0.353283108841743	0.367	0.169	1.62303088029116e-19	1	p
1.6050658519282e-23	0.367827208462174	0.831	0.654	1.65787251845663e-19	1	mod(mdg4)
1.61976717884711e-23	0.268969333862363	0.272	0.1	1.67305751903118e-19	1	CG2909
1.67637308253969e-23	0.398159598993994	0.914	0.795	1.73152575695525e-19	1	BuGZ
1.68658681887178e-23	0.416277588613126	0.707	0.536	1.74207552521266e-19	1	CG7655
1.72099095402578e-23	0.384567383728397	0.553	0.328	1.77761155641323e-19	1	RN-tre
1.96643667639654e-23	-0.462260363434638	0.494	0.699	2.03113244304998e-19	1	CG2604
1.98964696649402e-23	0.34222214438144	0.382	0.179	2.05510635169168e-19	1	Cen
2.01539303471095e-23	0.421242727418912	0.582	0.367	2.08169946555294e-19	1	cdc14
2.1171926005901e-23	0.420681041161374	0.673	0.471	2.18684823714952e-19	1	CG3209
2.46533114156778e-23	0.420528452833718	0.635	0.434	2.54644053612536e-19	1	CG10082
2.52956144004887e-23	-0.462027002973571	0.673	0.807	2.61278401142648e-19	1	Ssrp
2.80699865032499e-23	0.428397540389253	0.605	0.388	2.89934890592068e-19	1	tw
2.95431623969518e-23	-0.305540333612151	1	0.996	3.05151324398115e-19	1	Non2
3.15269349700109e-23	0.482775583885012	0.624	0.386	3.25641711305243e-19	1	wb
3.46959010272349e-23	0.399324211883819	0.975	0.843	3.58373961710309e-19	1	bou
3.55363540460038e-23	0.415500788112224	0.515	0.312	3.67055000941173e-19	1	Adar
3.57890895020262e-23	0.398910157969777	0.591	0.367	3.69665505466428e-19	1	Shroom
4.05779239595373e-23	-0.437622611260324	0.458	0.677	4.19129376578061e-19	1	Rbm13
4.19657969538352e-23	0.369314567380974	0.846	0.689	4.33464716736164e-19	1	MED21
4.20131080500395e-23	0.330399891217317	0.352	0.157	4.33953393048858e-19	1	Mgat2
4.61344890657386e-23	0.435427195825637	0.816	0.649	4.76523137560014e-19	1	Hex-A
4.85826079410945e-23	-0.766874900438071	0.169	0.401	5.01809757423565e-19	1	CG12880
4.97651459345449e-23	-0.33230723132652	0.983	0.982	5.14024192357915e-19	1	CG9344
5.4574766745956e-23	0.343013420154834	0.998	0.992	5.6370276571898e-19	1	mt:ND6
6.14616255549828e-23	0.400094232419445	0.515	0.293	6.34837130357417e-19	1	prage
6.81079183785437e-23	0.295609217378931	0.35	0.154	7.03486688931978e-19	1	CG10916
7.3105106823506e-23	0.368179680502533	0.966	0.903	7.55102648379994e-19	1	mask
8.50104625771495e-23	-0.428186894717009	0.416	0.64	8.78073067959377e-19	1	CG6937
8.65199742540016e-23	0.41553941241724	0.43	0.211	8.93664814069582e-19	1	cv-2
8.67831715667743e-23	0.477455520918553	0.671	0.479	8.96383379113211e-19	1	CG4004
9.19570360606148e-23	0.500389685698737	0.681	0.509	9.4982422547009e-19	1	SPoCk
9.49956788580768e-23	0.455798861714164	0.84	0.668	9.81210366925076e-19	1	puc
9.67691267160805e-23	-0.428589467853009	0.219	0.464	9.99528309850395e-19	1	CG12811
1.02762016534816e-22	0.338198534975052	0.388	0.183	1.06142886878811e-18	1	CG11247
1.0326851775313e-22	0.352807045408	0.914	0.785	1.06666051987208e-18	1	Vang
1.05038277517304e-22	-0.396508249063179	0.582	0.799	1.08494036847623e-18	1	CG9302
1.07085866644474e-22	0.408962888107296	0.838	0.73	1.10608991657077e-18	1	Usp7
1.13380825668094e-22	-0.97468114974993	0.388	0.567	1.17111054832574e-18	1	GstD3
1.19987845972472e-22	0.300150989110643	0.325	0.14	1.23935446104966e-18	1	syd
1.20026979115822e-22	0.400250656038908	0.947	0.881	1.23975866728733e-18	1	mahe
1.22203261508673e-22	0.295993824418459	0.331	0.143	1.26223748812309e-18	1	CG9170
1.22486338424442e-22	0.42880646890556	0.831	0.687	1.26516138958606e-18	1	sxc
1.47864460908307e-22	0.285156066265712	0.348	0.154	1.5272920167219e-18	1	Atac1
1.60194965305812e-22	0.377004680982366	0.884	0.775	1.65465379664373e-18	1	tyf
1.96092090128744e-22	-0.384015690108561	0.905	0.955	2.0254351989398e-18	1	Tudor-SN
2.11751184965075e-22	0.404240148948391	0.766	0.616	2.18717798950426e-18	1	CG31998
2.22985072903419e-22	0.333258402886732	0.954	0.892	2.30321281801942e-18	1	Scamp
2.37619717145825e-22	0.411696166754528	0.565	0.363	2.45437405839923e-18	1	raw
2.50359172397015e-22	-0.390736517992038	0.743	0.854	2.58595989168877e-18	1	Phb2
2.5716077023313e-22	0.423635179351442	0.561	0.368	2.656213595738e-18	1	Gga
2.66268361680718e-22	0.367486185052468	0.681	0.478	2.75028590780013e-18	1	CG9992
2.79771588297416e-22	0.387786411860188	0.848	0.708	2.88976073552401e-18	1	hep
3.08000617944976e-22	0.362723783882864	0.81	0.659	3.18133838275366e-18	1	CG7878
3.18295332734928e-22	0.367104623848256	0.532	0.316	3.28767249181907e-18	1	Vha100-1
3.22663113841836e-22	0.268721948528282	0.266	0.101	3.33278730287232e-18	1	Myo95E
3.36902162574733e-22	0.36218621758347	0.848	0.721	3.47986243723442e-18	1	thoc7
3.60077430500642e-22	0.379625722747152	0.485	0.275	3.71923977964113e-18	1	chm
4.26542931313807e-22	-0.394045148872259	0.951	0.959	4.40576193754031e-18	1	mago
4.55106223512559e-22	-0.445026462791173	0.667	0.816	4.70079218266122e-18	1	CG11590
4.55541563932993e-22	-0.414696239474773	0.316	0.557	4.70528881386389e-18	1	CG11089
4.66308171832187e-22	0.297739051869311	0.983	0.923	4.81649710685466e-18	1	CG12163
4.88244489833097e-22	-0.427738023062826	0.118	0.34	5.04307733548606e-18	1	tok
5.11161039137181e-22	0.352137931099076	0.574	0.351	5.27978237324794e-18	1	csw
5.28314207893914e-22	-0.593925009375895	0.511	0.683	5.45695745333624e-18	1	asf1
5.37328791141874e-22	0.380592883453322	0.897	0.79	5.55006908370442e-18	1	CG32000
5.50583649804452e-22	0.425572515164993	0.835	0.752	5.68697851883019e-18	1	shi
5.60321328940179e-22	0.396356549872558	0.865	0.733	5.78755900662311e-18	1	CG12948
5.96700707266035e-22	0.3667015698766	0.819	0.702	6.16332160535088e-18	1	lilli
6.19109525599502e-22	-0.367816957457895	0.392	0.645	6.39478228991726e-18	1	Nup50
6.3008066582821e-22	0.400469035262558	0.411	0.209	6.50810319733958e-18	1	CG3842
7.2334426677399e-22	0.346137194384823	0.926	0.802	7.47142293150854e-18	1	CG10417
8.05732656317256e-22	0.39519342831059	0.747	0.577	8.32241260710094e-18	1	qkr58E-1
8.42453405657731e-22	0.352102525613216	0.892	0.767	8.7017012270387e-18	1	CG3625
1.00602723273992e-21	0.371548879020786	0.873	0.782	1.03912552869707e-17	1	PlexA
1.01501400680587e-21	0.363971098417421	0.903	0.823	1.04840796762978e-17	1	wap
1.02416623693919e-21	0.358929568252766	0.844	0.701	1.05786130613449e-17	1	Set1
1.03881855524896e-21	-0.384915069147558	0.58	0.771	1.07299568571665e-17	1	mEFTu1
1.04477497952167e-21	0.454648584847241	0.449	0.243	1.07914807634794e-17	1	bib
1.05277561346507e-21	0.335771639008395	0.422	0.22	1.08741193114807e-17	1	CG30015
1.12442623676711e-21	-0.295728662849005	0.981	0.996	1.16141985995675e-17	1	ND-B16.6
1.23915769976973e-21	-0.389934813477876	0.135	0.363	1.27992598809215e-17	1	CG31937
1.24389375964596e-21	-0.478069112465256	0.922	0.928	1.28481786433831e-17	1	PPP4R2r
1.24860785373576e-21	0.359110204790074	0.867	0.715	1.28968705212367e-17	1	CG7154
1.28901980169736e-21	-0.407804794883488	0.352	0.59	1.3314285531732e-17	1	CG11811
1.59643208303954e-21	-0.38614454671018	0.268	0.512	1.64895469857154e-17	1	CG18178
1.6019571680649e-21	0.368420265127671	0.323	0.143	1.65466155889423e-17	1	CG43366
1.68818952698494e-21	-0.415118072395904	0.859	0.919	1.74373096242274e-17	1	Dp1
1.91889142400692e-21	0.356250169072299	0.405	0.21	1.98202295185675e-17	1	CG11388
2.10490011167731e-21	-0.398667291707552	0.186	0.42	2.1741513253515e-17	1	RfC3
2.6134657647716e-21	0.405643362768707	0.835	0.682	2.69944878843259e-17	1	Ubc6
2.83916768932651e-21	-0.442815357872738	0.633	0.801	2.93257630630536e-17	1	CG7637
2.90897320000623e-21	-0.393791308149969	1	0.999	3.00467841828643e-17	1	Hsc70-3
2.94510620314649e-21	-0.383366196263021	0.563	0.749	3.04200019723001e-17	1	Dhfr
3.01374347470789e-21	0.316977757178164	0.342	0.157	3.11289563502578e-17	1	Rep
3.33605006431353e-21	0.325878226176249	0.987	0.949	3.44580611142945e-17	1	Rad23
3.3940022062574e-21	-0.431756529208606	0.424	0.653	3.50566487884327e-17	1	AdSS
4.05394572754812e-21	-0.363444797678247	1	1	4.18732054198445e-17	1	chic
4.12058557740817e-21	0.409404103876054	0.576	0.394	4.2561528429049e-17	1	CG13784
4.54863750379211e-21	-0.343559991815604	0.865	0.925	4.69828767766687e-17	1	ND-30
4.63929896895986e-21	-0.382877861515665	0.226	0.455	4.79193190503864e-17	1	Csl4
4.77029060237621e-21	0.3025560088189	0.289	0.12	4.92723316319438e-17	1	CG31475
4.78493367112724e-21	-0.37995948500148	0.293	0.531	4.94235798890733e-17	1	CG9286
5.39387889465448e-21	0.36707809744629	0.508	0.305	5.57133751028861e-17	1	CG6179
5.57407915151016e-21	-0.304611166206814	1	0.999	5.75746635559485e-17	1	COX5A
6.05610486780091e-21	0.416475433984534	0.637	0.435	6.25535071795156e-17	1	l(1)G0193
6.38895600346272e-21	-0.414008769880537	0.899	0.951	6.59915265597665e-17	1	Tom7
6.68602032385571e-21	0.432389139697414	0.316	0.145	6.90599039251057e-17	1	CG10211
6.94116581280658e-21	0.361260016182464	0.884	0.75	7.16953016804791e-17	1	hang
7.0839215952223e-21	-0.433166176470321	0.7	0.831	7.31698261570512e-17	1	ade5
7.26598219214076e-21	-0.457426417808573	0.439	0.648	7.50503300626219e-17	1	RanGAP
8.56266702966108e-21	-0.281700548952585	0.998	0.998	8.84437877493693e-17	1	Prosbeta1
8.86758196905999e-21	0.555417999157053	0.814	0.651	9.15932541584206e-17	1	CG34417
9.65600854328176e-21	-0.400687759607157	0.367	0.591	9.97369122435573e-17	1	SERCA
9.74054378347889e-21	0.271044946158163	0.989	0.944	1.00610076739553e-16	1	Sep2
1.08441417116256e-20	0.342254739656869	0.776	0.628	1.12009139739381e-16	1	Clamp
1.12817705976058e-20	0.295831154213665	0.998	0.999	1.1652940850267e-16	1	CycG
1.25674611808302e-20	0.289359265188929	0.35	0.165	1.29809306536796e-16	1	LPCAT
1.36813611056049e-20	0.320894550342653	0.884	0.79	1.41314778859793e-16	1	CG17454
1.40734765629027e-20	-0.42243702493306	0.093	0.297	1.45364939418222e-16	1	CG14291
1.42511109528422e-20	-0.558630854068892	0.863	0.871	1.47199725031907e-16	1	CG8498
1.5971849274454e-20	0.335122485691743	0.831	0.683	1.64973231155835e-16	1	CG15387
1.65288131951205e-20	0.369404254204559	0.772	0.61	1.70726111492399e-16	1	CG7372
1.91109201746257e-20	-0.532339634983765	0.272	0.484	1.97396694483709e-16	1	CG11134
2.09494706469204e-20	-0.840757443464887	0.181	0.385	2.1638708231204e-16	1	robo2
2.13522695140076e-20	0.400271444357132	0.639	0.436	2.20547591810184e-16	1	jumu
2.23249869723891e-20	0.304204809283643	0.335	0.155	2.30594790437807e-16	1	Atet
2.3030266065082e-20	0.347693604801721	0.882	0.763	2.37879618186232e-16	1	fwe
2.3333195253209e-20	-0.339782437670347	0.063	0.259	2.41008573770395e-16	1	Pgm
2.34558629661148e-20	0.37126663625988	0.713	0.544	2.42275608577e-16	1	CG5021
2.44057253106526e-20	0.3985306090446	0.525	0.329	2.52086736733731e-16	1	dsd
2.49766462739099e-20	-0.26971776790521	0.996	0.998	2.57983779363216e-16	1	Prosbeta5
2.65349798249593e-20	0.388709092632146	0.684	0.521	2.74079806612005e-16	1	rno
2.89457671487387e-20	0.818410917761376	0.806	0.629	2.98980828879322e-16	1	trn
2.95572017032882e-20	0.34050043645752	0.365	0.183	3.05296336393263e-16	1	Cad99C
3.08282862315016e-20	-0.42513646874382	0.479	0.671	3.1842536848518e-16	1	CG32409
3.20157888308153e-20	0.377929432086254	0.481	0.287	3.30691082833491e-16	1	Tsp86D
3.49076856052948e-20	-0.32246877539755	0.947	0.972	3.6056148461709e-16	1	UQCR-C1
3.58017625629666e-20	0.389928217171736	0.511	0.32	3.69796405512882e-16	1	CG8321
3.78905292999485e-20	0.379351784639258	0.544	0.34	3.91371277139168e-16	1	Rop
3.96393833410053e-20	-0.496694647108936	0.667	0.797	4.09435190529243e-16	1	Pglym78
4.29189679765039e-20	-0.261808864241982	1	1	4.43310020229309e-16	1	Prosbeta4
4.30441720274636e-20	0.325506255522978	0.637	0.428	4.44603252871671e-16	1	fok
4.38192628779698e-20	-0.429535651230494	0.276	0.493	4.5260916626655e-16	1	CG31548
4.39320008013043e-20	0.377170601581581	0.85	0.751	4.53773636276672e-16	1	CG9425
4.62139461809344e-20	0.421685725456117	0.559	0.369	4.77343850102872e-16	1	sgl
4.70496724676234e-20	-0.354060573917151	0.954	0.972	4.85976066918082e-16	1	Uch-L5
5.030486748996e-20	0.34164385607699	0.451	0.255	5.19598976303796e-16	1	CG2991
5.15075193550987e-20	0.261537587964487	1	0.996	5.32021167418815e-16	1	crol
5.39236690000058e-20	0.417396916642504	0.519	0.332	5.5697757710106e-16	1	CG8485
5.55092386676762e-20	-0.377004045910195	0.462	0.667	5.73354926198427e-16	1	Ufc1
5.60309732533955e-20	0.268606002330076	0.291	0.124	5.78743922734322e-16	1	CG32100
7.17079206939622e-20	0.446908052121539	0.622	0.466	7.40671112847935e-16	1	Slip1
7.69537787406612e-20	-0.480410366315218	0.694	0.806	7.94855580612289e-16	1	Tspo
7.94936446411801e-20	-0.429817348362821	0.726	0.83	8.21089855498749e-16	1	ox
8.04552805359503e-20	-0.420885633637563	0.546	0.729	8.31022592655831e-16	1	eIF6
8.64157907086698e-20	0.672567779034688	0.905	0.741	8.92588702229851e-16	1	Hsp70Bc
9.00338383348119e-20	0.360879894441588	0.561	0.373	9.29959516160272e-16	1	Rca1
9.84965055838536e-20	0.34858867337892	0.797	0.679	1.01737040617562e-15	1	CG5986
1.03766293491251e-19	-0.367454279594521	0.308	0.551	1.07180204547113e-15	1	Rrp4
1.1621540781715e-19	0.38048074410922	0.709	0.54	1.20038894734334e-15	1	CG9723
1.2055729676568e-19	-0.557137240108543	0.572	0.726	1.24523631829271e-15	1	Fkbp14
1.23307364231913e-19	-0.286364371565357	0.994	0.997	1.27364176515143e-15	1	Prosalpha7
1.25637428083617e-19	0.394088861351945	0.378	0.202	1.29770899467568e-15	1	PIG-F
1.30241322799647e-19	0.377737935898521	0.624	0.455	1.34526262319755e-15	1	vlc
1.38782637890789e-19	-0.472343924439426	0.905	0.922	1.43348586677396e-15	1	RPA3
1.46175481645113e-19	-0.488697982526278	0.973	0.991	1.50984654991237e-15	1	Vha13
1.48223544650434e-19	0.324816929617224	0.397	0.209	1.53100099269433e-15	1	CG5027
1.60615975891517e-19	0.385422598813242	0.728	0.553	1.65900241498348e-15	1	CG1440
1.60772279614093e-19	0.365296772668278	0.698	0.529	1.66061687613397e-15	1	Shc
1.64484485005633e-19	-0.381339779757952	0.964	0.973	1.69896024562318e-15	1	Neb-cGP
1.7176059925193e-19	0.389440804052946	0.696	0.556	1.77411522967319e-15	1	Deaf1
1.75110225316711e-19	-0.368468630302321	0.527	0.722	1.80871351729631e-15	1	CG6878
1.83237449667047e-19	0.380102865107954	0.713	0.564	1.89265961761092e-15	1	Slmap
1.83876725292229e-19	-0.352507675875363	0.747	0.866	1.89926269554343e-15	1	CG8635
1.89922732255628e-19	0.375625704233184	0.854	0.747	1.96171190146838e-15	1	YT521-B
2.13508605034237e-19	0.398649731632046	0.757	0.613	2.20533038139863e-15	1	SRm160
2.69522985975957e-19	-2.27416426741101	0.068	0.251	2.78390292214566e-15	1	Ama
2.89441593978085e-19	0.397152068123648	0.464	0.271	2.98964222419964e-15	1	sfl
2.91785519278527e-19	0.257429537503651	0.998	0.977	3.0138526286279e-15	1	lark
2.95808836453168e-19	0.350862988487478	0.629	0.432	3.05540947172477e-15	1	CG8668
3.44256367959039e-19	0.352679289125884	0.568	0.374	3.55582402464891e-15	1	NKAIN
3.46090788844694e-19	0.349351686242156	0.882	0.782	3.57477175797685e-15	1	hrg
3.54223667043621e-19	0.285709596193976	0.39	0.186	3.65877625689356e-15	1	caup
3.70543555407781e-19	0.284182201706182	0.949	0.845	3.82734438380697e-15	1	Rox8
3.88021185779721e-19	0.34424873746619	0.536	0.337	4.00787082791873e-15	1	nudE
4.07379439482019e-19	-0.364100959754787	0.93	0.963	4.20782223040978e-15	1	Manf
4.53505657401007e-19	0.291932001594923	0.998	0.964	4.684259935295e-15	1	CG34159
4.55912639560702e-19	0.431943627415242	0.665	0.516	4.70912165402249e-15	1	simj
4.92457522246683e-19	0.414440879667295	0.69	0.514	5.08659374728599e-15	1	Dys
5.16244816217068e-19	0.396650788243531	0.652	0.474	5.33229270670609e-15	1	Sema1b
5.20552914700865e-19	0.399078443832613	0.449	0.27	5.37679105594523e-15	1	CG32758
5.27670938449365e-19	-0.359394833097955	0.312	0.536	5.45031312324349e-15	1	CG7394
5.37280446462391e-19	-0.369862046645057	0.496	0.699	5.54956973151004e-15	1	mRpS18A
5.45420993085224e-19	0.405912610910393	0.705	0.552	5.63365343757727e-15	1	Psi
5.57033704312635e-19	0.279064333532116	0.295	0.132	5.7536011318452e-15	1	alpha-Man-IIb
6.00753270097889e-19	0.371093472024462	0.517	0.32	6.2051805268411e-15	1	Pis
6.12938579870061e-19	0.38068175070232	0.783	0.642	6.33104259147786e-15	1	slpr
6.34214373604914e-19	0.793935229913022	0.865	0.742	6.55080026496516e-15	1	Tom
7.19066082128531e-19	-0.341478483398685	0.287	0.526	7.4272335623056e-15	1	CG4858
7.25167004496119e-19	0.327381686312749	0.888	0.781	7.49024998944042e-15	1	CG8671
8.11515102712556e-19	-0.338045245237142	0.582	0.765	8.38213949591799e-15	1	CG4646
8.64354898074898e-19	0.391834392391265	0.319	0.157	8.92792174221562e-15	1	Rab30
9.69214316316226e-19	0.386457934919104	0.764	0.64	1.00110146732303e-14	1	dikar
1.08493158049357e-18	-0.343656317933384	0.392	0.613	1.1206258294918e-14	1	ArgRS
1.09946111250674e-18	-0.961679163697561	0.12	0.309	1.13563338310821e-14	1	mab-21
1.11979760338082e-18	-0.325423066886237	0.92	0.966	1.15663894453204e-14	1	CG32267
1.27090621937036e-18	0.291357366371884	0.932	0.844	1.31271903398764e-14	1	CG7185
1.34933581089429e-18	-0.322330073940942	0.922	0.952	1.39372895907271e-14	1	OstDelta
1.4498446628619e-18	-0.355910296169742	0.12	0.317	1.49754455227005e-14	1	CG4586
